Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.33,0,0.6929581791135921298180247260,0.692958179113592,0.692958179113592,0.692958179113592,0.692958179113592,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,22260750
0.34,0,0.6930975886048484911153707210,0.693097588604848,0.693097588604848,0.693097588604848,0.693097588604848,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,22935320
0.35,0,0.6932467778703392505194691930,0.693246777870339,0.693246777870339,0.693246777870339,0.693246777870339,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,23609890
0.36,0,0.6934075902380729789142792984,0.693407590238073,0.693407590238073,0.693407590238073,0.693407590238073,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,24284460
0.37,0,0.6935816874700731235106164428,0.693581687470073,0.693581687470073,0.693581687470073,0.693581687470073,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,24959030
0.38,0,0.6937705603897842031879163145,0.693770560389784,0.693770560389784,0.693770560389784,0.693770560389784,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,25633590
0.39,0,0.6939756499595477563520629376,0.693975649959548,0.693975649959548,0.693975649959548,0.693975649959548,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,26308160
0.40,0,0.6941982127794828136059090370,0.694198212779483,0.694198212779483,0.694198212779483,0.694198212779483,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,26982730
0.41,0,0.6944395005432572840925260697,0.694439500543257,0.694439500543257,0.694439500543257,0.694439500543257,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,27657300
0.42,0,0.6947007336266653045785286411,0.694700733626665,0.694700733626665,0.694700733626665,0.694700733626665,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,28331870
0.43,0,0.6949830418979150595476028137,0.694983041897915,0.694983041897915,0.694983041897915,0.694983041897915,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,29006440
0.44,0,0.6952875827912184474213091740,0.695287582791218,0.695287582791218,0.695287582791218,0.695287582791218,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,29681000
0.45,0,0.6956154654217596108358135349,0.69561546542176,0.69561546542176,0.69561546542176,0.69561546542176,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,30355570
0.46,0,0.6959678340560321814214547334,0.695967834056032,0.695967834056032,0.695967834056032,0.695967834056032,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,31030140
0.47,0,0.6963459625072856992116455497,0.696345962507286,0.696345962507286,0.696345962507286,0.696345962507286,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,31704710
0.48,0,0.6967508311611352479509867067,0.696750831161135,0.696750831161135,0.696750831161135,0.696750831161135,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,32379280
0.49,0,0.6971837182858396049351910162,0.69718371828584,0.69718371828584,0.69718371828584,0.69718371828584,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,33053840
0.50,0,0.6976460561148921039586199487,0.697646056114892,0.697646056114892,0.697646056114892,0.697646056114892,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,33728410
0.51,0,0.6981391132674923065303255707,0.698139113267492,0.698139113267492,0.698139113267492,0.698139113267492,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,34402980
0.52,0,0.6986641734015445275154050460,0.698664173401545,0.698664173401545,0.698664173401545,0.698664173401545,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,35077550
0.53,0,0.6992228223780454845626580788,0.699222822378046,0.699222822378046,0.699222822378046,0.699222822378046,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,35752120
0.54,0,0.6998167293577107367172268523,0.699816729357711,0.699816729357711,0.699816729357711,0.699816729357711,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,36426690
0.55,0,0.7004474755182024708451048395,0.700447475518202,0.700447475518202,0.700447475518202,0.700447475518202,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,37101260
0.56,0,0.7011169155911532478276586319,0.701116915591153,0.701116915591153,0.701116915591153,0.701116915591153,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,37775820
0.57,0,0.7018270508369994114623525286,0.701827050836999,0.701827050836999,0.701827050836999,0.701827050836999,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,38450390
0.58,0,0.7025799946399240021733910136,0.702579994639924,0.702579994639924,0.702579994639924,0.702579994639924,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,39124960
0.59,0,0.7033779553459104430259022802,0.70337795534591,0.70337795534591,0.70337795534591,0.70337795534591,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,39799520
0.60,0,0.7042235811948932873752146268,0.704223581194894,0.704223581194894,0.704223581194894,0.704223581194894,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,40474100
0.61,0,0.7054801458801063189082006517,0.705480145880106,0.705480145880106,0.705480145880106,0.705480145880106,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,41148660
0.62,0,0.7067766222418378329083646902,0.706776622241838,0.706776622241838,0.706776622241838,0.706776622241838,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,41823230
0.63,0,0.7081292247867124103131434784,0.708129224786712,0.708129224786712,0.708129224786712,0.708129224786712,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,42497800
0.64,0,0.7095414049971276662589054585,0.709541404997128,0.709541404997128,0.709541404997128,0.709541404997128,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,43172370
0.65,0,0.7110170580866610284948248108,0.711017058086661,0.711017058086661,0.711017058086661,0.711017058086661,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,43846940
0.66,0,0.7125605649798353558706544671,0.712560564979835,0.712560564979835,0.712560564979835,0.712560564979835,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,44521510
0.67,0,0.7141766060726628532005441701,0.714176606072663,0.714176606072663,0.714176606072663,0.714176606072663,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,45196070
0.68,0,0.7158705562399507928801845003,0.715870556239951,0.715870556239951,0.715870556239951,0.715870556239951,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,45870640
0.69,0,0.7176482225956826276082382380,0.717648222595683,0.717648222595683,0.717648222595683,0.717648222595683,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,46545210
0.70,0,0.7195161669124954177913227810,0.719516166912496,0.719516166912496,0.719516166912496,0.719516166912496,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,47219780
0.71,0,0.7192972610460001930338951930,0.719297261046,0.719297261046,0.719297261046,0.719297261046,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,47894340
0.72,0,0.7189467142586952190777580301,0.718946714258695,0.718946714258695,0.718946714258695,0.718946714258695,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,48568920
0.73,0,0.7185986214272271965843572621,0.718598621427227,0.718598621427227,0.718598621427227,0.718598621427227,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,49243480
0.74,0,0.7182531026414321038302006305,0.718253102641432,0.718253102641432,0.718253102641432,0.718253102641432,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,49918050
0.75,0,0.7179099335047866403172691323,0.717909933504787,0.717909933504787,0.717909933504787,0.717909933504787,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,50592620
0.76,0,0.7175692553576016706695095251,0.717569255357602,0.717569255357602,0.717569255357602,0.717569255357602,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,51267190
0.77,0,0.7172308175519877212772785365,0.717230817551988,0.717230817551988,0.717230817551988,0.717230817551988,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,51941750
0.78,0,0.7168947802293897697821321918,0.71689478022939,0.71689478022939,0.71689478022939,0.71689478022939,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,52616320
0.79,0,0.7165609834383308659466147417,0.716560983438331,0.716560983438331,0.716560983438331,0.716560983438331,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,53290890
0.80,0,0.7162292848281887071958773153,0.716229284828189,0.716229284828189,0.716229284828189,0.716229284828189,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,53965460
0.81,0,0.7212315631296384594798857024,0.721231563129639,0.721231563129639,0.721231563129639,0.721231563129639,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,54640030
0.82,0,0.7262358829799597889832786868,0.72623588297996,0.72623588297996,0.72623588297996,0.72623588297996,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,55314600
0.83,0,0.7312423630666429808273725480,0.731242363066643,0.731242363066643,0.731242363066643,0.731242363066643,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,55989160
0.84,0,0.7362507851950806740563726028,0.736250785195081,0.736250785195081,0.736250785195081,0.736250785195081,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,56663730
0.85,0,0.7412613091297057840722900027,0.741261309129706,0.741261309129706,0.741261309129706,0.741261309129706,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,57338300
0.86,0,0.7462736940845860776679147552,0.746273694084586,0.746273694084586,0.746273694084586,0.746273694084586,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,58012870
0.87,0,0.7512880844491524190918353583,0.751288084449152,0.751288084449152,0.751288084449152,0.751288084449152,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,58687440
0.88,0,0.7563042827546198794985579460,0.75630428275462,0.75630428275462,0.75630428275462,0.75630428275462,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,59362000
0.89,0,0.7613224146636506161515699239,0.761322414663651,0.761322414663651,0.761322414663651,0.761322414663651,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,60036570
0.90,0,0.7663422350159626919454175593,0.766342235015963,0.766342235015963,0.766342235015963,0.766342235015963,0,0,0,0,11.49322260853939,89.12048703765128017232965057,89.12048703765128017232965057,60711140
0.91,0,0.771553362214071,0.771553362214071,0.771553362214071,0.771553362214071,0.771553362214071,0,0,0,0,11.7941440308482,89.3366815456469,89.1442129093037,61385710
0.92,0,0.787186743808397,0.787186743808397,0.787186743808397,0.787186743808397,0.787186743808397,0,0,0,0,12.0950654531571,89.5528760536426,89.1679387809562,62060280
0.93,0,0.816604214983379,0.816604214983379,0.816604214983379,0.816604214983379,0.816604214983379,0,0,0,0,12.3959868754659,89.7690705616382,89.1916646526086,62734850
0.94,0,0.851989084941855,0.851989084941854,0.851989084941854,0.851989084941854,0.851989084941854,0,0,0,0,12.6969082977748,89.9852650696338,89.215390524261,63409420
0.95,0,0.887373954900331,0.88737395490033,0.88737395490033,0.88737395490033,0.88737395490033,0,0,0,0,12.9978297200836,90.2014595776295,89.2391163959135,64083980
0.96,0,0.922758824858807,0.922758824858806,0.922758824858806,0.922758824858806,0.922758824858806,0,0,0,0,13.2987511423925,90.4176540856251,89.2628422675659,64758550
0.97,0,0.958143694817283,0.958143694817282,0.958143694817282,0.958143694817282,0.958143694817282,0,0,0,0,13.5996725647014,90.6338485936208,89.2865681392184,65433120
0.98,0,0.993528564775759,0.993528564775758,0.993528564775758,0.993528564775758,0.993528564775758,0,0,0,0,13.9005939870102,90.8500431016164,89.3102940108708,66107690
0.99,0,1.02891343473424,1.02891343473423,1.02891343473423,1.02891343473423,1.02891343473423,0,0,0,0,14.2015154093191,91.066237609612,89.3340198825232,66782260
1.00,0,1.06429830469271,1.06429830469271,1.06429830469271,1.06429830469271,1.06429830469271,0,0,0,0,14.5024368316279,91.2824321176077,89.3577457541757,67456820
1.01,0,1.09968317465119,1.09968317465119,1.09968317465119,1.09968317465119,1.09968317465119,0,0,0,0,14.8033582539368,91.4986266256034,89.3814716258281,68131390
1.02,0,1.13506804460966,1.13506804460966,1.13506804460966,1.13506804460966,1.13506804460966,0,0,0,0,15.1042796762456,91.714821133599,89.4051974974806,68805960
1.03,0,1.17045291456814,1.17045291456814,1.17045291456814,1.17045291456814,1.17045291456814,0,0,0,0,15.4052010985545,91.9310156415946,89.428923369133,69480530
1.04,0,1.20583778452662,1.20583778452661,1.20583778452661,1.20583778452661,1.20583778452661,0,0,0,0,15.7061225208633,92.1472101495903,89.4526492407854,70155100
1.05,0,1.2412226544850919873200351765,1.24122265448509,1.24122265448509,1.24122265448509,1.24122265448509,0,0.000000,0.000000,0,16.007043943172163046493449304,92.36340465758591162083151956,89.47637511243787382838351419,70829660
1.06,0,1.2420716442374723324778921384,1.24207164423747,1.24207164423747,1.24207164423747,1.24207164423747,0,0.000000,0.000000,0,16.061320802798303046493449305,92.37155182397862642985828123,89.49355610371084201640664758,71504230
1.07,0,1.2429486694809958788264756573,1.242948669481,1.242948669481,1.242948669481,1.242948669481,0,0.00000,0.00000,0,16.111340884606493046493449304,92.38057066310972857890977327,89.51071283465157145621253179,72178810
1.08,0,1.2442130117178512709114678650,1.24421301171785,1.24421301171785,1.24421301171785,1.24421301171785,0,0.000000,0.000000,0,16.139240931753093046493449304,92.37287252640563872756996793,89.50865519671354926237625943,72853380
1.09,0,1.2458315523455299373546917172,1.24583155234553,1.24583155234553,1.24583155234553,1.24583155234553,0,0.000000,0.000000,0,16.122093584734713046493449304,92.32597976143001261999779734,89.46285869603826576036039815,73527940
1.10,0,1.2476916673058706146310910788,1.24769166730587,1.24769166730587,1.24769166730587,1.24769166730587,0,0.000000,0.000000,0,16.105592939896053046493449304,92.28209360272054272670455218,89.41992017403745332930925608,74202510
1.11,0,1.2497561277197213083094482652,1.24975612771972,1.24975612771972,1.24975612771972,1.24975612771972,0,0.000000,0.000000,0,16.089637932362003046493449304,92.24070973376291024096370667,89.37936141179494746544391594,74877080
1.12,0,1.2520038418804142856817705536,1.25200384188041,1.25200384188041,1.25200384188041,1.25200384188041,0,0.000000,0.000000,0,16.074149103551483046493449305,92.2014751597875484983220796,89.3408461022251042716786598,75551650
1.13,0,1.2544211520921939040103817313,1.25442115209219,1.25442115209219,1.25442115209219,1.25442115209219,0,0.000000,0.000000,0,16.059059742769213046493449305,92.16422722994368117525874355,89.30421377022863717187064985,76226210
1.14,0,1.2569978312600573014996258179,1.25699783126006,1.25699783126006,1.25699783126006,1.25699783126006,0,0.000000,0.000000,0,16.044321009842983046493449304,92.1286321131401320717403812,89.26915117613993675514946045,76900780
1.15,0,1.2597264410221652295866101199,1.25972644102217,1.25972644102217,1.25972644102217,1.25972644102217,0,0.000000,0.000000,0,16.029890656153023046493449303,92.0945844902821262372152686,89.23555455913611278389128687,77575340
1.16,0,1.2617091111673359765313979826,1.26170911116734,1.26170911116734,1.26170911116734,1.26170911116734,0,0.000000,0.000000,0,16.015733935162213046493449305,92.06193985875867166810509217,89.20328581878004749563806295,78249910
1.17,0,1.2638037912783690936644124394,1.26380379127837,1.26380379127837,1.26380379127837,1.26380379127837,0,0.000000,0.000000,0,16.001818125476963046493449304,92.03050118885296612620204729,89.17215939873013586516530352,78924480
1.18,0,1.2660389013858809874143756471,1.26603890138588,1.26603890138588,1.26603890138588,1.26603890138588,0,0.000000,0.000000,0,15.988121397731223046493449304,92.00027725191892144838102785,89.14217920637644941997127042,79599050
1.19,0,1.2674517127459834117716094237,1.26745171274598,1.26745171274598,1.26745171274598,1.26745171274598,0,0.000000,0.000000,0,15.974619708640123046493449305,91.97103847828047464119785065,89.11313165236079736484838545,80273620
1.20,0,1.2665003104436017657096819856,1.2665003104436,1.2665003104436,1.2665003104436,1.2665003104436,0,0.000000,0.000000,0,15.961296373850243046493449304,91.9428338454147034027682647,89.08505821624696355851911974,80948190
1.21,0,1.2657112388731088299986949649,1.26571123887311,1.26571123887311,1.26571123887311,1.26571123887311,0,0.000000,0.000000,0,15.948134550796693046493449304,91.91555555079862597926044633,89.0578575501326521260881691,81622760
1.22,0,1.2650821633882645372603355576,1.26508216338826,1.26508216338826,1.26508216338826,1.26508216338826,0,0.000000,0.000000,0,15.935117528737903046493449304,91.88910670131084043503578953,89.03143828925326283567081521,82297330
1.23,0,1.2646107014582902809001079795,1.26461070145829,1.26461070145829,1.26461070145829,1.26461070145829,0,0.000000,0.000000,0,15.922235078845443046493449304,91.86340641498325949104024557,89.00572483217093343289189305,82971900
1.24,0,1.2642951242245801038777906319,1.26429512422458,1.26429512422458,1.26429512422458,1.26429512422458,0,0.000000,0.000000,0,15.909473681698793046493449304,91.83846300249083126669014158,88.98072221360109903719088682,83646460
1.25,0,1.2641334712802424286379598816,1.26413347128024,1.26413347128024,1.26413347128024,1.26413347128024,0,0.000000,0.000000,0,15.896824710797073046493449304,91.81429614660725491651164915,88.95644669251078217778881282,84321030
1.26,0,1.2641242736802712879811046713,1.26412427368027,1.26412427368027,1.26412427368027,1.26412427368027,0,0.000000,0.000000,0,15.884277576147483046493449305,91.79076014544419323877146342,88.93276361012631928031911068,84995600
1.27,0,1.2642660303071039607312249958,1.2642660303071,1.2642660303071,1.2642660303071,1.2642660303071,0,0.000000,0.000000,0,15.871825844559303046493449305,91.76780318607821916763187814,88.90962455622629767616963433,85670170
1.28,0,1.2645576239256488655903763559,1.26455762392565,1.26455762392565,1.26455762392565,1.26455762392565,0,0.000000,0.000000,0,15.859460402221283046493449303,91.74554408334783107737608649,88.88713595363174137203570807,86344740
1.29,0,1.2649977000172758353981509347,1.26499770001728,1.26499770001728,1.26499770001728,1.26499770001728,0,0.000000,0.000000,0,15.847175479501313046493449304,91.72377036334585636646504468,88.8651032765423048944994949,87019300
1.30,0,1.2655851929947975806542280472,1.2655851929948,1.2655851929948,1.2655851929948,1.2655851929948,0,0.000000,0.000000,0,15.834964761512523046493449304,91.70261119016434060321227274,88.84364286671756244259799987,87693870
1.31,0,1.2663192542436731359291612413,1.26631925424367,1.26631925424367,1.26631925424367,1.26631925424367,0,0.000000,0.000000,0,15.822821490311283046493449303,91.68194365346559924705561689,88.8226415625427481056280644,88368440
1.32,0,1.2671987987242821118772103072,1.26719879872428,1.26719879872428,1.26719879872428,1.26719879872428,0,0.000000,0.000000,0,15.810741392083023046493449303,91.6617354277193152810334176,88.80206910676037005376929385,89043020
1.33,0,1.2682232551915788720565201050,1.26822325519158,1.26822325519158,1.26822325519158,1.26822325519158,0,0.000000,0.000000,0,15.798719870847113046493449303,91.64212409919357031974886993,88.78204978460704041795767024,89717580
1.34,0,1.2693917038111224064665051328,1.26939170381112,1.26939170381112,1.26939170381112,1.26939170381112,0,0.000000,0.000000,0,15.786752954378383046493449303,91.6229130787160972520509272,88.76240392781519989512491096,90392140
1.35,0,1.2707036782563502231977257144,1.27070367825635,1.27070367825635,1.27070367825635,1.27070367825635,0,0.000000,0.000000,0,15.774835405446813046493449304,91.60407464835406921315270539,88.7431053146151149039276022,91066710
1.36,0,1.2721584335364962829527156122,1.2721584335365,1.2721584335365,1.2721584335365,1.2721584335365,0,0.000000,0.000000,0,15.762962644583133046493449304,91.58575290817907549354103148,88.72428414039969395698142864,91741280
1.37,0,1.2737555332231220018302737871,1.27375553322312,1.27375553322312,1.27375553322312,1.27375553322312,0,0.000000,0.000000,0,15.751134923349833046493449303,91.56784391047970375350886483,88.70584581794393448538317611,92415850
1.38,0,1.2754945185433235860662066690,1.27549451854332,1.27549451854332,1.27549451854332,1.27549451854332,0,0.000000,0.000000,0,15.739344222040963046493449304,91.55032183762206908885820518,88.68776534446576778760960953,93090420
1.39,0,1.2773750077010945299357808890,1.27737500770109,1.27737500770109,1.27737500770109,1.27737500770109,0,0.000000,0.000000,0,15.727591306994673046493449304,91.53317162158176162760806606,88.67002909453697895379470774,93764980
1.40,0,1.2793964220305725762889350445,1.27939642203057,1.27939642203057,1.27939642203057,1.27939642203057,0,0.000000,0.000000,0,15.715871762311703046493449304,91.51645722633834739301735384,88.65269437290056804290668192,94439550
1.41,0,1.2815586794992246298247674246,1.28155867949922,1.28155867949922,1.28155867949922,1.28155867949922,0,0.000000,0.000000,0,15.704182060381403046493449304,91.50007640584923155590340037,88.635667490311652764179509,95114120
1.42,0,1.2803691030840913988411665579,1.28036910308409,1.28036910308409,1.28036910308409,1.28036910308409,0,0.000000,0.000000,0,15.691102423377233046493449304,91.48238338755285816559610593,88.61719276455185618847855216,95788690
1.43,0,1.2767252198039292377950304146,1.27672521980393,1.27672521980393,1.27672521980393,1.27672521980393,0,0.000000,0.000000,0,15.675932997779653046493449303,91.46233235166069611039622635,88.59619089064307304464599777,96463260
